data_instance	premise	ask-for	hypothesis1	hypothesis2	true_label	predicted_label
dev-246	Tom is doing his experiment with his classmate.	effect	His classmate was eliminated.	His classmates were a disservice.	1	0
dev-247	The doctor check the CT of my brain.	effect	He found that there were some dinoflagellates.	He found Abscesses.	1	1
dev-248	He wants to eat a pie.	cause	The hobo was extremely hungry.	Tom ate a lot of irritants.	0	0
dev-249	Cannibalism developed.	cause	It was a rumor that those people had been held in confinement.	Those people had been held in confinement for four years.	1	0
dev-250	The swimmer saw shark fins in this water.	effect	He chose to leave here.	He chose to stay here.	0	0
dev-251	It rained for the first time in spring recently.	effect	The roadside is full of wild flowers.	The water in the river has dried up.	0	0
dev-252	All the animals went to participate in the travel competition.	effect	Almost no aspect of man's everyday life would be affected.	Albatross won the championship.	1	0
dev-253	Jack kept a civet.	effect	He thought it was too noisy.	Jack can beautify his house.	0	1
dev-254	Mary goes to the optometrist to check her eyes.	effect	She puts some natural essential oils on her clothes.	The optometrist diagnoses Mary's vision problem.	1	1
dev-255	Jack wanted to know why there were different rates of reaction.	effect	Finally he found out by looking at books that enantiomers can exhibit diffrent chemical properties.	He decided to study rheology first.	0	0
dev-256	His partners were inspired by him.	cause	Mike was interested in data security.	He was of great passion.	1	1
dev-257	He keeps many gnus.	effect	He travels with them together for food.	The gnus have eaten up the grass on his lawn.	1	1
dev-258	Some patients worry about recurrences after their recovery.	cause	The virus inside the nerve cell can be reactivated.	The chairman passed away.	0	0
dev-259	Tom's heart beat so slowly.	effect	The doctor insert a pacemaker for him.	The doctor told him shortly after that he had a heart attack.	0	0
dev-260	The country regained the sovereignty.	effect	It is already five-moths old.	The country would not be controlled by others any more in a violent way.	1	1
dev-261	H was attached to the former by a covalent bond.	cause	The electronegative atom meet the hydrogen H.	This atom had reduction and the other had reduction.	0	1
dev-262	Tom had an epileptic seizure on the street.	cause	Tom's brain was stimulated a lot.	Lucy has waited for Tom for a long time.	0	0
dev-263	He got Tom's fortune for the next week.	cause	A man who knows pyromancy looks at the burning fire.	It takes Tom a year to understand the operation mode of the company.	0	1
dev-264	Pregnant woman Alice decides to take more folic acid.	effect	She often eats hazelnuts among nuts.	This kept her from gaining weight easily.	0	1
dev-265	This kind of young animal grow rapidly.	effect	This kind of young animal is likely to be healthy.	This kind of young animal is likely to suffer from  scurvy.	1	0
dev-266	Mother asks Tom to play the violin in front of relatives.	effect	He is very good at piano, accordion and violin.	Tom plucks the strings all the time.	1	1
dev-267	They eat anything like plants.	effect	They are common aquatic plants in South America.	Algas became their food.	1	1
dev-268	Tom had glibenclamide after drinking.	effect	Tom has anemia.	Tom wanted to throw up.	1	1
dev-269	Atmosphere of the two regions are totally different.	effect	His thyroid function was promoted for more intake of iodine.	The surfaces of rocky bodies in the two regions are different.	1	1
dev-270	The journalist covered it immediately.	cause	The two women had harsh agruments.	This disaster became a hot topic.	1	1
dev-271	This kind of wall attracts many wall makers.	cause	Scientists have bred a new type of crop with grapes and resistant species.	Fiberglass insulation keeps you warm and reduces noise.	1	1
dev-272	Tom has put a bottle of water in the refrigerator.	effect	The water in it remained cool.	He got a bottle of ice.	1	1
dev-273	The doctor advised him to eat more fiber food.	cause	There is a phenomenon of liver and bile recycling in his body.	He is thirsty.	0	0
dev-274	They collected its feathers.	cause	They got a meadowlark.	A python found its prey from a distance.	0	0
dev-275	Tench are common food for them.	cause	A group of  men went to a restaurant for dinner.	Families living throughout temperate Eurasia like eating freshwater fish.	1	1
dev-276	The milk goes bad.	cause	The cells of milk have some changes.	Mike forgot to add rennet to the milk.	0	1
dev-277	She wants to be like birds.	cause	Jane doesn't want to gain any weight.	Alice wants to make a toy pony by hand.	0	0
dev-278	It has the function of Glycolysis.	cause	The Myofibrils have different numbers of myofilaments.	This enzyme facilitated the breakdown of glucose.	1	1
dev-279	The tips of the chromosome shortens each time the cell divides.	effect	The telomeres shorten as the cell divides.	The number of mastodons is becoming less and less.	0	0
dev-280	Tom put a magnet in pins while he was cleaning the table.	effect	Almost all the pins bounced off.	Almost all the pins are held together by magnets.	1	1
dev-281	Tom has studied about polypeptides.	effect	He has a clear understanding of this problem.	He has separated many amino acids.	1	1
dev-282	The minister appointed a representative for him to attend the meeting.	effect	He turned to the assistants for explaination.	The representatives must be careful with his words since he should be responsible to his minister.	1	1
dev-283	The doctor told him not to worry. There was basically no pathological change.	cause	Tom has met an archaeopteryx on his way home.	Einstein's father was detected with retinoblastoma.	1	1
dev-284	Tom looked at how does leadership get the achievement of results.	effect	At last he learned it was through people.	At last he learned it was through money.	0	0
dev-285	Tom has eaten a lot of grapefruit.	effect	Tom likes eating bananas.	His high blood pressure was cured without the help of drugs.	1	0
dev-286	The load divided by its drainage area is large.	cause	This river is of high field.	The flood overwhelmed many dikes.	0	0
dev-287	She became a background singer in the chorus.	cause	Lucy was always crying.	Mary was a singer.	1	1
dev-288	Whiskers are closely connected to the nervous system.	effect	They are sensitive.	The clerk refused him on the grounds that he didn't have prescription from a psychiatrist.	0	0
dev-289	The phenomenon of accretion happened.	cause	Scientists study the effect of induction on plant variation.	Tom rubbed two small pills together into one big pill.	1	1
dev-290	Tom's heart is beating abnormally.	effect	The doctor insert a pacemaker for him.	The doctor measured his electrocardiogram.	1	0
dev-291	Jane exposed her clothes to the sun.	effect	The colour has faded.	The clothes are wet.	0	1
dev-292	Scientists have discovered a polymer of sugar.	effect	Scientists say it is oligosaccharide.	Scientists say it is glycogen.	0	1
dev-293	They found many food.	cause	The beagles were hungry.	Humankind gathered food on trees and on ground at first.	0	1
dev-294	He had securities representing ownership shares of his company.	cause	Bob is the manager of the company.	The hard-working staff got stocks of his company.	1	1
dev-295	At night they set up tents to sleep.	cause	Audrey and her friends take part in group trips.	The patients felt that their disease could not be cured.	0	0
dev-296	Everyone can be susceptible to other people or things.	cause	The virus spreads widely.	Every human is a life.	1	1
dev-297	Usually girls showed better attitude than boys in learning English.	effect	Those girl got higher ability in using English.	He noticed the shoots it produced one day.	0	0
dev-298	Radishes are planted near cole crops.	effect	Many flea beetles have been attracted.	They can accumulated on one side.	0	1
dev-299	He was a monotheist.	effect	Many altars have been set up in his courtyard.	He believes in only one god.	1	1
dev-300	He cannot inhale air normally.	cause	This patient has difficulty in breathing.	Lungs problems affected his respiratory system.	0	0
dev-301	He suffered from the smallpox.	cause	Tom was in the hospital.	There was a virus spreading in the air of Tom's class.	1	1
dev-302	Jessy was thinking whether to go for a trip.	effect	She gave up in case of drastic lotteries.	She gave up in case of drastic consequences.	1	1
dev-303	The doctor showed him samples of his Neuroendocrine cells of endodermal derivation.	cause	The doctor looked at the gap synapse between the patient's neurons.	The patient didn't believe he got Carcinoids.	1	0
dev-304	They subdivide a whole year.	cause	The mating season finally ends.	There are four seasons.	1	1
dev-305	He brought a lawsuit against the company.	cause	His business followed the failure.	Jack and his boss had a resignation problem.	1	0
dev-306	The policeman didn't catch him.	cause	The stowaway was arrested.	The stowaway escaped by the boat.	1	0
dev-307	Tom has a fever.	effect	They are TIPs.	Doctors think Tom's fever is caused by infection.	1	1
dev-308	Scientists observe the difference between haploid and diploid cells.	effect	They call this property covalence.	Scientists have discovered the process of mitosis in both.	1	1
dev-309	They bought a chiller in a joint venture.	cause	They did an experiment about aeration.	Students want to cool the hot water in a rapid way.	1	0
